study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,length,nosi_at_uni,n_projects_total,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other,id
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,NA,NA,Yes,"1, 2","1, 3","1, 2, 3, 5, 6, 8, 9",Did not hear of RC,NA,5,5,3,"SPSS,R",Yes,No,1,NA,"1, 5","1, 5","1, 2",2,6,2,2,2,2,6,6,280s (~4.67 minutes),No,2,1,1,0,0,0,1184
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,male,NA,NA,Yes,2,6,"1, 2, 3, 6, 7, 8, 9",Did hear of RC,"11, 14",4,5,3,R,No,No,1,NA,6,6,2,6,6,2,6,2,6,6,6,1283s (~21.38 minutes),No,1,0,1,0,0,0,1185
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,NA,NA,No,NA,NA,"2, 3, 4, 5, 6, 7, 8",Did not hear of RC,NA,3,4,4,"SPSS,R",Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234s (~3.9 minutes),No,0,NA,NA,NA,NA,NA,1186
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,9,27,female,NA,Ruhr-Universität Bochum,Yes,"1, 2, 3, 4, 5",6,10,Did not hear of RC,NA,5,5,3,R,No,No,1,"meine Infos über open science habe ich aus einem auslandssemester und großem persönlichem interesse.
vielen dank dass ihr die umfrage macht, hoffentlich bessern sich die zustände an deutschen (und natürlich allen anderen) unis :)",6,6,5,"1, 2, 3, 4, 5",3,6,3,6,6,6,6,652s (~10.87 minutes),No,5,1,1,1,1,1,1187
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,NA,NA,Yes,"1, 2, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"5, 14",4,5,4,"SPSS,R,Excel",No,No,1,NA,1,1,2,5,6,6,6,6,6,6,6,466s (~7.77 minutes),No,3,1,1,0,0,1,1188
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,24,male,Universität Mannheim,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3, 4",6,"1, 4, 6, 7, 8",Did hear of RC,11,4,5,4,"SPSS,R",Not Sure,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,654s (~10.9 minutes),No,4,1,1,1,1,0,1189
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Universität Hamburg,Universität Hamburg,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 9, 12",4,5,4,R,No,No,1,NA,3,6,6,"1, 5",5,6,6,6,6,6,6,492s (~8.2 minutes),No,3,1,0,1,0,1,1190
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,NA,NA,No,NA,NA,6,Did not hear of RC,NA,4,5,1,SPSS,Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331s (~5.52 minutes),No,0,NA,NA,NA,NA,NA,1191
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,Universität Hamburg,Universität Hamburg,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 6, 8",Did hear of RC,"3, 4, 5, 12",2,4,4,"R,SPSS",No,No,1,NA,"1, 5",6,5,6,6,6,"1, 5",1,6,6,6,429s (~7.15 minutes),No,3,1,0,1,0,1,1192
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,NA,NA,No,NA,NA,"1, 3, 4, 6, 8",I don't know,"7, 14",3,4,2,R,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766s (~12.77 minutes),No,0,NA,NA,NA,NA,NA,1193
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,NA,NA,No,NA,NA,10,Did not hear of RC,NA,1,3,1,Excel,No,No,1,Ich weiß leider nicht einmal was open science etc bedeutet.... Das allein sagt aber evtl auch schon etwas aus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341s (~5.68 minutes),No,0,NA,NA,NA,NA,NA,1194
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,Universität Leipzig,NA,Yes,"1, 3",6,"1, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 5, 14",2,4,4,R,Yes,Yes,1,NA,1,6,6,6,6,6,6,6,6,6,6,78575s (~21.83 hours),Yes,2,1,0,1,0,0,1195
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,29,female,Otto-Friedrich-Universität Bamberg,Technische Universität Chemnitz,Yes,1,6,"1, 2, 4, 5, 6, 7, 8",Did hear of RC,4,5,5,3,R,No,No,1,NA,1,6,6,6,6,6,6,6,6,6,6,517s (~8.62 minutes),No,1,1,0,0,0,0,1196
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität zu Köln,Universität zu Köln,Yes,"1, 3",6,"1, 2, 4, 6, 7, 8",Did hear of RC,"10, 11, 15",4,4,5,"SPSS,R",No,No,1,NA,"1, 3",6,6,"1, 3",6,6,6,6,6,6,6,799s (~13.32 minutes),Yes,2,1,0,1,0,0,1197
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"5, 6, 11, 14",5,5,4,R,Yes,Yes,1,NA,6,6,6,6,6,6,6,6,6,6,6,665s (~11.08 minutes),Yes,1,1,0,0,0,0,1198
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Goethe-Universität Frankfurt,NA,Yes,"1, 2, 3",2,"2, 3, 4, 7, 8",Did hear of RC,15,4,5,5,SPSS,Yes,Yes,1,NA,6,2,1,1,6,6,"1, 3","1, 3",6,1,6,371s (~6.18 minutes),Yes,3,1,1,1,0,0,1199
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,27,female,NA,NA,Yes,"1, 3, 4, 5",6,"2, 3, 6",Did not hear of RC,NA,5,5,3,"stata,SPSS",Yes,Yes,1,"Momentan arbeite ich an der FU Berlin; meinen Master habe ich aber an der TU Dresden gemacht und meine Antworten auch auf meine Zeit dort bezogen. ""aktuelle Universität"" also = TU Dresden.",6,6,6,6,6,6,6,6,6,6,6,258337s (~2.99 days),No,4,1,0,1,1,1,1200
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,NA,NA,Yes,"1, 2, 3",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"2, 11, 14, 15",5,5,4,SPSS,No,No,1,NA,"1, 3",3,6,6,6,6,6,6,6,6,6,302s (~5.03 minutes),No,3,1,1,1,0,0,1201
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,25,female,Goethe-Universität Frankfurt,NA,Yes,2,2,6,Did hear of RC,6,4,4,2,"R,SPSS",No,No,1,NA,6,2,6,6,6,6,6,6,6,6,6,387s (~6.45 minutes),Yes,1,0,1,0,0,0,1202
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,29,female,NA,NA,No,NA,NA,"2, 3, 4, 5, 6, 7, 8",Did not hear of RC,NA,5,5,5,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574s (~26.23 minutes),No,0,NA,NA,NA,NA,NA,1203
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,Justus-Liebig-Universität Gießen,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"9, 15",5,5,3,"SPSS,Excel",No,No,1,"Ich arbeite an einer Professur und bereite mich schon auf eine Promotion vor. Die Thematik Replikationskrise ist mir eher von der Arbeit bekannt als rein durch Lehrveranstaltungen, obgleich diese durchaus dort angesprochen wurde.",5,6,1,6,6,6,6,6,6,3,6,649s (~10.82 minutes),No,4,1,1,1,0,1,1204
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 6, 7, 8",Did hear of RC,"4, 5, 11, 14",4,5,4,R,Yes,Not Sure,1,NA,6,6,1,6,6,6,6,NA,1,6,6,228s (~3.8 minutes),Yes,1,1,0,0,0,0,1205
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Mannheim,Universität Mannheim,Yes,"1, 3, 5",6,"1, 2, 3, 5, 6, 7, 8, 9",Did hear of RC,"1, 4",3,4,3,SPSS,No,No,1,NA,"1, 3, 5",6,6,1,6,6,6,6,6,6,6,329s (~5.48 minutes),No,3,1,0,1,0,1,1206
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,NA,NA,No,NA,NA,"1, 2, 4, 5, 6, 7, 8",Did hear of RC,"3, 6, 7, 11, 15",3,4,2,"R,Excel",Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227s (~3.78 minutes),No,0,NA,NA,NA,NA,NA,1207
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,NA,NA,Yes,1,1,"3, 5, 7, 8, 9",Did hear of RC,"1, 11",3,5,4,"SPSS,R",No,No,1,NA,6,1,6,6,6,6,6,6,6,6,6,213s (~3.55 minutes),No,1,1,0,0,0,0,1208
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Universität Bielefeld,NA,Yes,1,6,"3, 4, 7, 8, 9",Did hear of RC,3,3,5,2,"SPSS,R",Not Sure,No,1,NA,6,6,6,6,1,1,6,6,1,1,6,263s (~4.38 minutes),No,1,1,0,0,0,0,1209
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Justus-Liebig-Universität Gießen,NA,Yes,1,6,"4, 5, 7, 8, 9",Did hear of RC,"4, 12",3,5,2,SPSS,No,No,1,NA,6,6,"1, 2","1, 2",6,6,6,6,6,6,6,918s (~15.3 minutes),No,1,1,0,0,0,0,1210
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,4,21,female,Technische Universität Chemnitz,NA,Yes,"1, 2",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"2, 11",4,5,1,"SPSS,R",No,No,1,NA,6,6,"1, 2","1, 2",6,6,1,6,6,6,"1, 2",640s (~10.67 minutes),No,2,1,1,0,0,0,1211
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Universität Hildesheim,NA,Yes,"1, 2, 3",6,10,Did not hear of RC,NA,1,5,1,"SPSS,Excel",No,No,1,NA,1,6,6,"2, 3",6,"1, 2",6,1,6,6,"1, 2",981s (~16.35 minutes),No,3,1,1,1,0,0,1212
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,NA,NA,Yes,"1, 2, 3",3,"1, 2, 3, 4, 6, 7, 8",Did hear of RC,"4, 11",4,5,3,R,Yes,No,1,"Meinem Eindruck nach hängt die Vermittlung von fragwürdigen vorgehen mit Daten etc. und Reflexion der Replikationskrise fast ausschließlich vom Engagement einzelner Dozenten ab. Das finde ich schade, es sollte da klarere Vorgaben oder so geben.","1, 2, 3",3,6,6,6,6,6,2,6,1,6,538s (~8.97 minutes),No,3,1,1,1,0,0,1213
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Justus-Liebig-Universität Gießen,NA,No,NA,NA,"1, 2, 5, 6, 7, 8, 9",Did not hear of RC,NA,4,4,4,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97s (~1.62 minutes),No,0,NA,NA,NA,NA,NA,1214
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 5, 6, 11",3,5,4,R,Yes,Not Sure,1,NA,6,6,6,1,6,6,6,6,6,6,6,219s (~3.65 minutes),Yes,1,1,0,0,0,0,1215
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2",6,"1, 2, 3, 4, 7, 8",Did hear of RC,"1, 4, 5, 14",2,4,3,SPSS,No,No,1,NA,6,1,1,2,6,6,6,6,6,6,6,416s (~6.93 minutes),No,2,1,1,0,0,0,1216
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,26,female,Universität Mannheim,NA,Yes,"1, 2, 5",1,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"1, 3, 5, 6, 7, 8, 9, 11, 12, 14",4,5,4,"SPSS,R",Not Sure,No,1,"Vielen Dank für die Umfrage - es wäre super, wenn wissenschaftliche Forschung kritischer betrachtet wird und dies auch im Studium generell gelehrt wird und nicht nur bei den Psychologiestudierenden (z.B. Medizinstudenten mit 6 Wochen Statistik-VL...).",2,"1, 2",6,6,6,6,6,6,6,6,6,600s (~10 minutes),No,3,1,1,0,0,1,1217
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 2, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,11,4,5,2,SPSS,No,Not Sure,1,NA,6,6,"1, 2, 3",3,3,6,6,3,"1, 3","1, 2, 3",6,1811s (~30.18 minutes),No,4,1,1,1,0,1,1218
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,NA,NA,Yes,1,6,"2, 5, 6, 8",Did hear of RC,"4, 11",5,5,3,SPSS,No,No,1,NA,6,NA,6,1,6,6,6,6,6,6,6,481s (~8.02 minutes),No,1,1,0,0,0,0,1219
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,27,female,NA,NA,Yes,"1, 3, 5",6,11,Did hear of RC,"4, 11",4,4,2,"SPSS,R",Yes,No,1,NA,5,6,6,6,6,6,6,6,6,6,6,859s (~14.32 minutes),No,3,1,0,1,0,1,1220
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Hamburg,Universität Hamburg,Yes,"1, 2, 3, 5",6,"1, 2, 3, 5, 7, 8, 9",Did hear of RC,"9, 11, 14",4,5,3,"SPSS,R",No,No,1,NA,"1, 3",6,"3, 5",5,6,6,"2, 3",1,6,6,6,5632s (~1.56 hours),No,4,1,1,1,0,1,1221
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,NA,NA,No,NA,NA,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"1, 5, 6, 11",4,5,4,Excel,Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247s (~4.12 minutes),No,0,NA,NA,NA,NA,NA,1222
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,NA,NA,No,NA,NA,"1, 2, 4, 5, 6, 8",Did hear of RC,"5, 6, 11",4,5,3,SPSS,Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95678s (~1.11 days),No,0,NA,NA,NA,NA,NA,1223
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,NA,NA,Yes,"1, 3",6,"2, 3, 11",Did hear of RC,"5, 11, 15",4,5,4,"SPSS,R",Yes,Yes,1,NA,6,6,6,6,6,6,1,6,6,6,6,426s (~7.1 minutes),No,2,1,0,1,0,0,1224
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,21,female,NA,NA,Yes,"1, 3",6,"1, 2, 4, 5, 7, 8, 9",Did hear of RC,"1, 4, 11",3,5,4,SPSS,Not Sure,Not Sure,1,NA,3,6,6,6,6,6,6,6,6,6,6,8295s (~2.3 hours),No,2,1,0,1,0,0,1225
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,female,NA,NA,No,NA,NA,11,Did hear of RC,"5, 11",3,3,2,/,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10849s (~3.01 hours),No,0,NA,NA,NA,NA,NA,1226
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Mannheim,NA,No,NA,NA,"1, 2, 3, 4, 5, 7, 8",Did hear of RC,"7, 11, 12",3,5,4,"SPSS,R",Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96s (~1.6 minutes),No,0,NA,NA,NA,NA,NA,1227
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,NA,NA,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 4, 6, 9, 11",4,5,3,"SPSS,r",Not Sure,Not Sure,1,NA,1,6,1,6,6,6,6,3,6,6,6,224s (~3.73 minutes),No,2,1,0,1,0,0,1228
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,24,female,Universität Mannheim,Justus-Liebig-Universität Gießen,Yes,"1, 3",6,"5, 6, 8",Did hear of RC,"11, 14",5,5,2,SPSS,Not Sure,No,1,NA,6,6,3,3,6,6,3,6,3,3,6,369s (~6.15 minutes),No,2,1,0,1,0,0,1229
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,NA,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,5,5,3,"SPSS,R,Excel",No,Yes,1,NA,1,6,1,6,6,6,6,6,6,6,6,406s (~6.77 minutes),No,1,1,0,0,0,0,1230
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,24,female,NA,NA,Yes,"1, 2, 3, 4",6,"2, 3, 4, 7, 8, 9",Did hear of RC,"11, 15",4,5,3,SPSS,No,No,1,NA,"3, 4",6,6,3,6,6,6,6,6,6,6,331s (~5.52 minutes),No,4,1,1,1,1,0,1231
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,23,female,NA,NA,Yes,"2, 3, 4, 5",1,"1, 2, 4, 5, 6, 7, 8, 9",Did not hear of RC,NA,4,5,2,SPSS,Not Sure,No,1,NA,6,"3, 4",6,"2, 3",6,6,2,6,6,2,6,455s (~7.58 minutes),No,4,0,1,1,1,1,1232
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,28,female,NA,NA,Yes,"1, 3",6,"1, 2, 4, 7",Did not hear of RC,NA,3,4,3,"SPSS,MPlus",Not Sure,Not Sure,1,"Bei der Frage, ob an der Uni über die Replikationskrise gelehrt wurde, sollte man bei ""ich weiß nicht"" auch angeben in welchen Veranstaltungen. Wenn ich nicht weiß, ob es gelehrt wurde, kann ich zwangsläufig auch nicht angeben, in welchen Veranstaltungen ich nicht weiß, ob es gelehrt wurde. ;-) 
",6,6,6,4,6,6,6,6,6,6,6,312s (~5.2 minutes),No,2,1,0,1,0,0,1233
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,male,NA,NA,No,NA,NA,"2, 3, 6, 8, 9",Did hear of RC,11,4,5,2,Excel,Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183s (~3.05 minutes),No,0,NA,NA,NA,NA,NA,1234
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,25,female,NA,NA,Yes,"1, 2, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"2, 4, 5, 6, 9, 11",4,5,4,"SPSS,R",Not Sure,No,1,NA,"1, 3",6,"1, 2, 3, 4","3, 4",6,"1, 2, 3, 4",1,1,1,6,6,313s (~5.22 minutes),No,4,1,1,1,1,0,1235
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,NA,NA,Yes,"1, 3",1,"1, 2, 4, 5, 6, 8",I don't know,11,3,5,3,"SPSS,R",No,No,1,NA,6,"1, 3",6,3,6,6,6,6,6,6,6,994s (~16.57 minutes),No,2,1,0,1,0,0,1236
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,27,female,NA,NA,Yes,"1, 3",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"11, 15",5,5,4,SPSS,Not Sure,Yes,1,NA,6,1,6,6,6,6,6,6,6,6,6,544s (~9.07 minutes),No,2,1,0,1,0,0,1237
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,27,male,NA,NA,Yes,"1, 2, 3, 4, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did not hear of RC,NA,4,5,4,SPSS,Not Sure,Not Sure,1,"Man kann nicht Jamovi als Software wählen. Es wäre gut gewesen angeben zu können, ob man lieber R gelernt hätte. Somit hättet ihr mit der Umfrage gleich noch zeigen können wie wenig R wirklich eingesetzt wird und wie viel Geld die Unis an IBM für SPSS ausgeben, welches nicht mehr zeitgemäß wäre. Wir haben sehr häufig gehört ""mit Version 20 geht der Test nicht, mit Version 21 schon, mit Version 20 kommt ein falsches Ergebnis raus, beachtet das bei der Verwendung..."" 

Power-Analysen werden in den wenigsten Journals gefordert und angegeben. Es wäre also durchaus wichtig, dass ihr das kritisch diskutiert, wenn ihr die Daten veröffentlicht.

Ich hoffe, dass ihr dem Open Science Gedanken Sorge tragt und die Daten auch veröffentlicht, damit man ganz im Sinne von Replikation nachvollziehen kann, dass sie stimmen.

Eine Abschlussarbeit wurde mir abgelehnt mit Verweis darauf es wäre nur eine Replikationsüberprüfung bestehender Ergebnisse. So viel zum Thema Replikationsüberprüfungen. 

Der Statistik-Lehrstuhl hat uns umfassend über diese Tricks informiert, es aber halt nicht Replikationskrise genannt oder in diesen Kontext gebracht.","1, 3, 4","3, 4",6,"1, 2, 5",6,6,"2, 5",6,6,6,6,749s (~12.48 minutes),No,5,1,1,1,1,1,1238
Master,NA,NA,NA,NA,NA,NA,Other,Grundschulbildung,8,27,female,Universität Koblenz-Landau,Universität Koblenz-Landau,Yes,3,6,11,Did not hear of RC,NA,5,4,1,SAS,No,Yes,1,NA,6,6,3,6,6,6,6,6,3,3,6,283s (~4.72 minutes),Yes,1,0,0,1,0,0,1239
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,male,NA,NA,Yes,1,3,"2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 11, 15",5,5,3,"SPSS,R",Yes,Not Sure,1,NA,6,6,6,6,6,6,6,6,6,6,6,237s (~3.95 minutes),No,1,1,0,0,0,0,1240
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,NA,NA,Yes,"1, 3",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,4,5,4,SPSS,Not Sure,Not Sure,1,NA,6,1,6,1,6,6,6,6,6,6,6,326s (~5.43 minutes),No,2,1,0,1,0,0,1241
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,NA,NA,Yes,1,1,"1, 2, 3, 4, 7, 8, 9",Did hear of RC,"1, 11",4,5,3,"SPSS,R",Yes,No,1,NA,1,6,6,6,6,6,6,6,6,6,6,219s (~3.65 minutes),No,1,1,0,0,0,0,1242
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,25,female,Ludwig-Maximilians-Universität München,NA,Yes,"1, 2, 3, 4, 5",1,"1, 2, 3, 4, 6, 7, 8, 9",Did not hear of RC,NA,4,5,1,SPSS,No,No,1,NA,6,"1, 2, 3, 4","2, 3, 4, 5","1, 2, 3",6,6,1,6,6,6,6,532s (~8.87 minutes),Yes,5,1,1,1,1,1,1243
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,9,30,male,NA,NA,Yes,"1, 3, 5",1,"2, 4, 7, 8, 9",Did hear of RC,5,5,5,3,SPSS,Yes,No,1,"Ich fühle mich zwar gut informiert über die Replikationskrise, wirklich angesprochen wurde es aber nur einmal von einem jungen Professor in einem Seminar im 4.Semester (vllt auch noch vom Gollwitzer in einer seiner vor Selbstverliebtheit triefenden Vorlesungen vor tendenziell zu jungen Erstsemestlern). An dem Termin viel das Referat aus und er hat mit uns so über Forschungsalltag und vorallem auch '' Business "" Seite des Ganzen gesprochen. In dem Zusammenhang auch über mangelnde Ergebnis Replikationen. Könnte also auch Zufall gewesen sein. Gut informiert fühle ich mich eher, weil ich ein paar Paper darüber gelesen habe.","3, 5",1,6,5,5,6,5,6,6,6,6,965s (~16.08 minutes),No,3,1,0,1,0,1,1244
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,28,female,NA,NA,Yes,"1, 2, 3, 4",6,"10, 11",Did not hear of RC,NA,4,5,2,"SPSS,R,Stata,Amos",No,No,1,NA,6,6,6,"1, 2, 3",6,6,2,6,6,6,6,1071s (~17.85 minutes),No,4,1,1,1,1,0,1245
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,NA,NA,Yes,"1, 3, 4, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",I don't know,"6, 11",5,5,3,"SPSS,G*Power",No,No,1,NA,6,"1, 3, 4, 5",5,"1, 3, 4, 5",6,6,"3, 5","3, 5",6,6,6,550s (~9.17 minutes),No,4,1,0,1,1,1,1246
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,26,female,NA,NA,Yes,"1, 3, 4, 5",1,"1, 4, 6, 7, 8, 9",Did hear of RC,11,5,5,2,"SPSS,R",Yes,No,1,NA,"3, 5","1, 3, 4, 5",6,"1, 4",6,6,6,6,6,6,6,395s (~6.58 minutes),No,4,1,0,1,1,1,1247
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,22,no answer,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 3, 4, 5",6,"1, 3, 6",Did not hear of RC,NA,5,5,3,SPSS,No,No,1,NA,3,6,5,"1, 5",6,6,"1, 5","1, 3, 5",6,6,6,745s (~12.42 minutes),No,4,1,0,1,1,1,1248
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,26,female,Albert-Ludwigs-Universität Freiburg,NA,No,NA,NA,11,Did hear of RC,2,3,5,4,"SPSS,R,MPlus",No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476s (~41.27 minutes),No,0,NA,NA,NA,NA,NA,1249
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,Yes,"1, 2, 3",6,"1, 4, 7, 8, 9",Did hear of RC,11,3,4,3,SPSS,No,Yes,1,"Ich finde es schade, dass die qualitative Forschung überhaupt nicht thematisiert wird",6,6,6,2,6,6,6,6,6,6,6,275s (~4.58 minutes),No,3,1,1,1,0,0,1250
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Goethe-Universität Frankfurt,NA,Yes,"1, 2",1,"1, 3, 4, 5, 6, 7, 8, 11",Did not hear of RC,NA,5,5,2,"SPSS,R",Not Sure,Yes,1,NA,6,1,"1, 2","1, 2",1,6,6,6,6,6,6,475s (~7.92 minutes),Yes,2,1,1,0,0,0,1251
