session,created,modified,ended,expired,check,study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,id,illog_answ_subj,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,nosi_at_uni,n_projects,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other
xwSutaa_1iwdQ8gMrD1X_QEYhcuYj8OkovNfLRMXOWGlRgdOtXkCq5XO8OO9Cya6,2019-01-21T18:53:59Z,2019-01-21T19:04:47Z,2019-01-21T19:04:47Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,male,Technische Universität Chemnitz,NA,Yes,"1, 3, 5",1,"2, 9",yes,"1, 2, 3, 9, 11, 14",4,5,4,"SPSS,R",No,No,1,"Ich erinnere mich nicht mehr an alles, insbesondere weit zurückliegende Veranstaltungen. Ich habe da angekreuzt, wo ich mir sicher war.",1163,FALSE,"1, 3","1, 3, 5",6,1,6,6,6,6,6,6,6,No,3,1,0,1,0,1
w-x6fYf3S5LfF7rX0rqgo_KXYlrEgzMJvySGczWxaKypsnjw1FnfRoXH1Wx1ZiEj,2019-01-21T19:10:08Z,2019-01-21T19:16:38Z,2019-01-21T19:16:38Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,28,male,Technische Universität Chemnitz,NA,Yes,"1, 3, 5",1,"1, 3, 4, 5, 7, 8",yes,11,5,5,3,"SPSS,R",No,No,1,NA,1164,FALSE,6,1,6,6,6,6,6,6,6,6,6,No,3,1,0,1,0,1
S5MRNl_Eegu98aR4b3oTR7kBV2ReX7uwj_2GM4DSYukyxLKlSVzwS9xjY1JHeyR6,2019-01-21T19:41:13Z,2019-01-21T19:46:03Z,2019-01-21T19:46:03Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,Technische Universität Chemnitz,NA,Yes,"1, 2, 3",1,"2, 4, 9",yes,"1, 4, 9, 11, 14",5,5,3,"SPSS,R",No,No,1,NA,1165,FALSE,"1, 2, 3",3,6,2,6,6,6,2,6,2,6,No,3,1,1,1,0,0
ixcsKnFkhVK43jfe9rZ9iLZNQG4Fj4weBB1QVqb-5Tf33GY1ufS7f7jU8gjR7KEQ,2019-01-21T19:56:02Z,2019-01-21T20:00:48Z,2019-01-21T20:00:48Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,Goethe-Universität Frankfurt,NA,Yes,"1, 2, 3, 5",6,"1, 2, 4, 5, 6, 7, 8",yes,"1, 6, 11, 14",4,4,5,R,Yes,Yes,1,NA,1166,FALSE,"1, 3, 5",6,6,6,"1, 2, 3, 5",6,6,6,6,6,6,Yes,4,1,1,1,0,1
JdQe7byU6EaPoByLdBaHqwMZKFrIyqbDTLUnQB7PcJTF_xUOwnCeCHAf1sU9go_c,2019-01-21T20:15:17Z,2019-01-21T20:22:44Z,2019-01-21T20:22:44Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,27,female,Goethe-Universität Frankfurt,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3, 4",6,6,no,NA,5,5,3,SPSS,No,Yes,1,NA,1167,FALSE,6,6,6,"1, 2, 3, 4",6,6,"2, 3","2, 3, 4","2, 4",2,6,Yes,4,1,1,1,1,0
04w3yKzpNLWxn--TW1Rlg-AE6xrKcJR4J0_KoL-ZYhN66RuLg7Id1fCrzSYB_LBE,2019-01-21T20:59:51Z,2019-01-21T21:06:50Z,2019-01-21T21:06:50Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,Yes,"1, 3, 5",3,"2, 5, 6, 8",yes,"6, 11",5,5,3,SPSS,Yes,Yes,1,NA,1168,FALSE,6,3,"1, 3",1,1,1,1,1,6,1,6,Yes,3,1,0,1,0,1
nnVsUsTf2Y42WLG3Dns903srHye8hyaUWWHaw7CnDZTNZMPaUVul7e0vk4-Yr6ce,2019-01-21T21:15:42Z,2019-01-21T21:23:38Z,2019-01-21T21:23:38Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Goethe-Universität Frankfurt,NA,Yes,"1, 2",6,"3, 6, 8",yes,"3, 6, 11",3,4,3,"SPSS,R,Excel",Yes,No,1,NA,1169,FALSE,6,6,6,"1, 2",6,6,6,6,6,6,6,Yes,2,1,1,0,0,0
jGkLhk3woPz2Oc852VjwPbiBXDLJ4cnWdO95hKlAM28IY1l8I38YqMBBtJ_oeJAx,2019-01-21T22:35:36Z,2019-01-21T22:38:45Z,2019-01-21T22:38:45Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Goethe-Universität Frankfurt,NA,No,NA,NA,11,yes,6,2,2,2,"R,SPSS,Excel",No,No,1,NA,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,NA,NA,NA,NA,NA
xkpGldFu8aoZ6VGIOXsSFos7Rbb_NdFSwXHirYIQspitQpieJV-pZuEQnQKIL9Em,2019-01-21T22:48:37Z,2019-01-21T23:11:48Z,2019-01-21T23:11:48Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,34,female,Technische Universität Chemnitz,NA,No,NA,NA,"6, 7",no,NA,5,5,2,SPSS,No,No,1,"Danke, dass ihr das macht! Ich frage mich schon lange, wieso das fast nie in der Lehre vorkommt. In meinen Vorlesungen wird bei älteren Studien nie dazu gesagt, inwieweit sie von der Replikationskrise betroffen sind. Also frage ich mich, wie viel falsches Wissen ich nun eigentlich anhäufe. Ein kritisches Reflektieren des Systems findet hier für Studis hörbar kaum statt. Z.B. über unbefristete Zeitverträge, falsche Anreize für ""signifikante Ergebnisse"", fehlende Verpflichtung zur Veröffentlichung von Studien, die das Fehlen von Zusammenhängen belegen, der Nonsens mit dem Impact Faktor u.ä. Aber irgendwie wundert mich das nicht. Hier wird nicht mal ordentlich auf den Datenschutz der VPn geachtet und in einer Vorlesung wurde zu Demonstrationszwecken ein Experiment durchgeführt, was mir nicht gut tat. Später habe ich den Dozenten darauf angesprochen, worauf ich mir anhören musste, ich wäre dann in diesem Studium wohl falsch. Dass eine Hörsaal-Situation andere Einflussfaktoren hat als ein Labor, dass ich mit anderen Erwartungen dahingehe, als zu einer VP-Stunde, dass es einen Unterschied machen könnte, ob das ein Studi oder ein Dozent durchführt - Alles war ihm egal, einer kritischen, sachlichen Diskussion war er nicht zugänglich. Und dass es mir richtig schlecht ging - ja, das musste dann wohl an mir liegen. Erst der Prof von einer anderen Uni klärte mich auf, dass es durchaus umstritten ist, dieses Experiment in LVn durchzuführen, aber leider seien Dozenten nicht unbedingt auch gute Ethiker, ihnen käme es mehr auf die coole Performance an. Wer so wenig Rücksicht auf VPn nimmt und kritischen Nachfragen von Lernenden nicht zugänglich ist (es könnte sich ja eine fruchtbare, lehrreiche und ECHTE Diskussion ergeben, wo wir nicht bloß Bulimielernfähigkeiten zeigen, oh bloß nicht!) kann imo keine wissenschaftlich gute Forschung betrieben. Wie soll das gehen, wenn kritisches Denken verboten ist? Die Arroganz der Leute, die sich für gottgleich halten, weil sie meinen höher als ihr Forschungsobjekt zu stehen, ist einfach zu groß.",1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
qZl1cwpOAj0ynQLboe5zheTzAcE-rhwAVO3rT4CbE2G7E4CDbhDgghBQOAHDS5sK,2019-01-21T23:20:58Z,2019-01-22T00:59:44Z,2019-01-22T00:59:44Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,28,male,Goethe-Universität Frankfurt,NA,No,NA,NA,"2, 3, 4, 5, 6",yes,"6, 11, 15",5,5,4,"R,SPSS",Not Sure,No,1,NA,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,NA,NA,NA,NA,NA
AeYNm0h6lW8Js1cNfOn1crneqqQIAjetwsiOPGpj_abIwymM_nn7o0M6hD47Csjn,2019-01-21T23:26:19Z,2019-01-21T23:34:32Z,2019-01-21T23:34:32Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Goethe-Universität Frankfurt,NA,Yes,"1, 2, 5",1,"1, 2, 4, 5, 6, 7, 8",yes,"2, 6, 11, 15",5,5,3,"SPSS,R,Excel",No,No,1,NA,1173,TRUE,6,"1, 2, 5",6,2,6,NA,6,2,6,6,6,Yes,3,1,1,0,0,1
oYsYGWf86Das8lGWjLJg3Vd9pIe-UALYY8dfiLK617KOseThKj-g-upjtgRgANzF,2019-01-21T23:59:03Z,2019-01-23T14:17:12Z,2019-01-23T14:17:12Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,8,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 3, 11",5,5,4,"SPSS,R,Matlab",Yes,Yes,1,NA,1174,FALSE,6,6,1,1,6,6,6,1,6,1,6,No,1,1,0,0,0,0
OSyoxi-ptLA6barUkHPlbvhd7Ccv8qBaj5RYA5E7w8uh_f3nS3eSh7Vh5uv4_a8v,2019-01-22T00:05:06Z,2019-01-22T00:13:40Z,2019-01-22T00:13:40Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,female,Universität Mannheim,NA,No,NA,NA,"1, 2, 3, 4, 6, 7, 8",unsure,15,4,5,3,Systat,No,No,1,"Es könnte vielleicht daran liegen, dass ich erst in meinem 1. Semester bin, weshalb ich relativ wenig zu diesen Themen weiß.",1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
gfOVmLrFaLAVwQHvZ9nnGc7AF2N7Kw4AS3y4q0A1QHiQtr7Zn_rctLYsg053zNXr,2019-01-22T00:19:00Z,2019-01-22T00:28:25Z,2019-01-22T00:28:25Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Technische Universität Chemnitz,NA,Yes,"1, 2, 3",1,11,no,NA,2,4,1,"SPSS,R",Not Sure,No,1,NA,1176,FALSE,"1, 2",3,"1, 2",6,6,6,6,6,6,6,6,No,3,1,1,1,0,0
q8lRoC0UtC747jJvBW-DcjFLsr6I8gqCkFmH9eUP7Oa04NOQP_iWdfooGDywqqod,2019-01-22T00:40:20Z,2019-01-22T06:40:45Z,2019-01-22T06:40:45Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,32,male,Technische Universität Chemnitz,Technische Universität Chemnitz,Yes,"1, 2, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"4, 5, 11",5,4,3,"SPSS,R",Yes,No,1,NA,1177,FALSE,"1, 2","1, 2","1, 2, 5",5,6,1,"1, 2","1, 2","1, 2",6,6,No,3,1,1,0,0,1
I4eBB-3HckYznWCWTpPwU8sJiMYVK4mXvWtCv0HRaFFw0n0S6VSdVKRAG0YV0ZPK,2019-01-22T00:59:17Z,2019-01-22T01:08:25Z,2019-01-22T01:08:25Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Hamburg,Goethe-Universität Frankfurt,Yes,"1, 3, 5",6,"1, 7, 8",yes,"9, 11",3,4,2,"R,SPSS",No,No,1,NA,1178,FALSE,6,6,"1, 3","1, 3, 5",6,6,"1, 3",6,3,6,6,No,3,1,0,1,0,1
Ok8tOhWlmn1nkY1BA22kp1icxee7lstRns_10drbd9jsuo6qntrqoz2TKaQzq4Kp,2019-01-22T06:44:10Z,2019-01-22T06:54:34Z,2019-01-22T06:54:34Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,11,Goethe-Universität Frankfurt,Yes,"1, 2, 3, 4",5,11,no,NA,3,4,2,SPSS,No,No,1,NA,1179,FALSE,6,"3, 4",6,"1, 2, 3, 4",6,6,6,3,6,6,6,No,4,1,1,1,1,0
Rtk_db6B07dQR_9jnYnIyNTFHL0_urGn3tNk1PL_75UVu0t9bxmBcXCqrPhrCSVf,2019-01-22T07:55:47Z,2019-01-22T08:05:30Z,2019-01-22T08:05:30Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,30,female,Technische Universität Chemnitz,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3, 4",6,10,yes,"3, 9, 11",4,5,4,"SPSS,R",No,No,1,NA,1180,FALSE,4,6,"1, 2, 3, 4","1, 2, 3",6,2,1,1,1,6,6,No,4,1,1,1,1,0
Fh4fpgRseppsuRZyjLjy9Tz5geQHOMk1fsvCF-4n_TbmQeHEeVoYBL-IUkFLcwfF,2019-01-22T08:29:49Z,2019-01-22T08:34:34Z,2019-01-22T08:34:34Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,Yes,"1, 3, 5",6,"1, 3, 4, 5, 6, 7, 8",no,NA,3,5,1,SPSS,Yes,Yes,1,NA,1181,FALSE,6,6,"1, 5","1, 3, 5",6,6,6,6,"1, 5",1,6,Yes,3,1,0,1,0,1
ymijR_aeNSvI5imEjPcGcOFNIXwfeS83I8kPywioJhr0-hEBe2xZIX74eh-YIh-P,2019-01-22T08:30:20Z,2019-01-22T08:42:02Z,2019-01-22T08:42:03Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Goethe-Universität Frankfurt,NA,Yes,"1, 2",6,"4, 6, 7, 8, 9",yes,11,5,5,3,"SPSS,R",Not Sure,No,1,NA,1182,FALSE,1,5,1,"1, 2",6,1,6,6,1,6,6,Yes,2,1,1,0,0,0
v-E8Qb6JmdQUM2eXn5lgsFtY4r8yBjfKal3vT1xUWlF9y_5lBiWQCqxTHi5zPY5T,2019-01-22T08:36:29Z,2019-01-22T08:44:22Z,2019-01-22T08:44:22Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,30,female,27,NA,Yes,5,6,"3, 4, 7",yes,"3, 4, 5, 9, 11, 14",5,5,2,SPSS,Yes,No,1,NA,1183,FALSE,6,6,6,6,6,2,6,6,5,5,6,No,1,0,0,0,0,1
WtSiU0RDDEXkn9X1M6_jYY5yIwYZz3GRlynf809PnErYZar-dXGf4xf_KspDSTZf,2019-01-22T09:12:17Z,2019-01-22T09:16:11Z,2019-01-22T09:16:11Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Other,Politikwissenschaft,6,35,male,Technische Universität Chemnitz,Technische Universität Chemnitz,Yes,5,5,"1, 2, 3, 4, 5, 6, 7, 8, 9",no,NA,4,4,3,"SPSS,Excel",Not Sure,Not Sure,1,NA,1184,FALSE,6,5,6,6,5,6,6,6,5,6,5,No,1,0,0,0,0,1
QXHPg6qx88LnxnZ-lhcr5BfJygfM9Sw9yxTne-ntLS94XBeLPEom5unK8tIoZnCT,2019-01-22T09:27:40Z,2019-01-22T09:40:12Z,2019-01-22T09:40:12Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,20,NA,Yes,"1, 2, 3",6,"2, 3, 4, 7, 8",yes,"11, 14",5,5,3,SPSS,No,No,1,NA,1185,FALSE,3,6,6,"1, 2",6,6,6,"1, 2",6,6,6,No,3,1,1,1,0,0
NEfGhrEcoEHIbT4fM1NSyDBfeBccDqf50CPksV413GZ4tKczGIG5o2psHdtzFPP-,2019-01-22T09:29:12Z,2019-01-22T09:34:38Z,2019-01-22T09:34:39Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Technische Universität Chemnitz,NA,No,NA,NA,10,yes,14,4,4,2,SPSS,No,No,1,NA,1186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
SdkrA9a2a98g-3dGDxy1jZekwYH06t100y7ot29ilnpq29CUykqbCk-BvN7KmX01,2019-01-22T09:53:41Z,2019-01-22T09:58:38Z,2019-01-22T09:58:38Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Technische Universität Chemnitz,Technische Universität Chemnitz,Yes,"1, 2, 3, 5",6,"2, 3, 8",no,NA,2,3,1,"SPSS,R",No,No,1,NA,1187,FALSE,1,6,6,6,6,6,1,6,6,1,6,No,4,1,1,1,0,1
_aykChvfOugJO12sjsKuQos1rmHBin8dNWljuPm7irKOWlCwLjhzieQGOYoRKNdk,2019-01-22T09:57:16Z,2019-01-22T10:05:37Z,2019-01-22T10:05:37Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,27,female,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 7, 8",no,NA,4,5,2,"SPSS,Excel,Statistica",No,No,1,NA,1188,FALSE,6,6,6,"1, 2",6,6,6,6,6,2,6,No,3,1,1,1,0,0
yLhTDaGuFN8zW02NKlg3ILJ1tkUCtKB9tguJlBCyN1N2baW9FGjv0OX2E0C7BaGM,2019-01-22T11:52:49Z,2019-01-22T11:57:48Z,2019-01-22T11:57:48Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,male,Universität Mannheim,NA,Yes,"1, 3",5,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 11",4,5,4,SPSS,No,No,1,NA,1189,FALSE,1,3,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
LbCxPrUSEu2MafyFaQCw9qQ017n0Bv2kj_asC0s_iUD12Ye5kUtXF5u3MaY7euX9,2019-01-22T12:18:52Z,2019-01-22T12:28:02Z,2019-01-22T12:28:02Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,8,31,female,Technische Universität Chemnitz,Technische Universität Chemnitz,Yes,"1, 3, 4, 5",6,"1, 2, 4, 6, 7, 8",yes,11,3,5,4,"SPSS,R",No,No,1,NA,1190,FALSE,6,6,6,"1, 3",6,6,6,6,6,6,6,No,4,1,0,1,1,1
JOV9AAOV-LPGLG-rSHd5OmuaBgherJhS3ZGScsc7yPrOBN8g-6EwCsIH6N4Ftc1-,2019-01-22T12:46:26Z,2019-01-22T12:53:02Z,2019-01-22T12:53:02Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Technische Universität Chemnitz,Johannes Gutenberg-Universität Mainz,Yes,"1, 3, 4, 5",1,"1, 2, 3, 4, 6, 7, 8",yes,11,3,5,3,"SPSS,R",No,No,1,NA,1191,FALSE,"4, 5","1, 4, 5",6,6,6,6,6,6,6,6,6,No,4,1,0,1,1,1
e0BZJg3A8iM12D5NPoQsMj5RcH0M5G_Z39fHMhf6wePf8VT_LN4a1gHRiIcyEic5,2019-01-22T13:11:03Z,2019-01-23T20:02:00Z,2019-01-23T20:02:00Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,25,male,Universität Leipzig,Universität Koblenz-Landau,Yes,"1, 3, 5",6,"3, 4, 7",no,NA,2,4,2,R,No,No,1,NA,1192,FALSE,1,6,"3, 5","1, 3, 5","1, 3, 5","3, 5",6,6,3,3,6,Yes,3,1,0,1,0,1
txJr5PCgDgd3AbqmH2-2trEljK6lAjUy6YatfFAN1--oEh4ZbpqpevbHZuBDXjCy,2019-01-22T13:55:15Z,2019-01-22T14:00:55Z,2019-01-22T14:00:55Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,29,female,Technische Universität Chemnitz,NA,Yes,"1, 3",6,"2, 3, 6, 9",yes,11,3,5,3,"SPSS,R",No,No,1,NA,1193,FALSE,6,6,1,1,6,1,1,6,1,6,6,No,2,1,0,1,0,0
o9JDzFxNdeKrO5qwR8vOpuheR9jgawdJRuw6e8W7conaLvvu8JP5-rGPSuQ0adO7,2019-01-22T13:56:58Z,2019-01-22T14:00:52Z,2019-01-22T14:00:52Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Technische Universität Chemnitz,NA,No,NA,NA,11,no,NA,1,3,1,"SPSS,R",No,Not Sure,1,NA,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
YDzwOf7J0CzY-g4nEXKL6yeTQGoAlshyXvQ8XT__APcNmBGLXKCUUsnPP8AzEOea,2019-01-22T14:22:23Z,2019-01-22T14:26:01Z,2019-01-22T14:26:01Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,18,NA,No,NA,NA,"1, 2, 3, 5, 6, 8",yes,"5, 6",3,4,3,"SPSS,R",No,No,1,NA,1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
QVvTSxbT8DD50_1DDXDxFncE6VLrzC8cc2ZsKMcjofAfT58IgFXxHurgGDJZrEQC,2019-01-22T14:36:28Z,2019-01-22T16:11:43Z,2019-01-22T16:11:43Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,26,female,Technische Universität Chemnitz,NA,Yes,"1, 2, 3",1,"2, 3",yes,11,4,5,2,"SPSS,R",No,No,1,NA,1196,FALSE,"1, 2, 3","1, 2, 3",6,1,6,6,"1, 2, 3","1, 2, 3",6,6,6,No,3,1,1,1,0,0
pvvWdAOKX_W2iCtHFX2-mmgVlluP7_WRbUS-fjEuhG_nG5cyfupPrPJVwloU1USE,2019-01-22T14:54:09Z,2019-01-22T15:03:47Z,2019-01-22T15:03:47Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,28,female,SRH Heidelberg,SRH Heidelberg,Yes,"1, 2, 3, 4, 5",6,"4, 5",unsure,15,4,4,1,SPSS,Not Sure,Not Sure,1,NA,1197,FALSE,1,6,"1, 2, 3, 4","2, 5",6,"1, 2",6,1,3,6,3,No,5,1,1,1,1,1
HMBtJJCqC6zNS0_rFAfN3a0lhumGrZU8grPb1W-nD40gsLZ9Hb5E5YcgjzgPow2Y,2019-01-22T17:24:23Z,2019-01-22T17:32:50Z,2019-01-22T17:32:50Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,18,NA,No,NA,NA,"2, 6, 7, 8",yes,"1, 6, 11",4,5,2,"SPSS,R,Excel",No,No,1,NA,1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
jWboniqUk6IiMmlt-7WK7lLlOTd0sVQo0uNsFIYcUChVT5gNFe7rEv9cF9Y392wn,2019-01-22T18:49:03Z,2019-01-22T18:52:43Z,2019-01-22T18:52:43Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Universität zu Köln,NA,No,NA,NA,"2, 3, 5, 6, 7, 8, 9",yes,11,3,5,4,"SPSS,R",Yes,Yes,1,NA,1199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,NA,NA,NA,NA,NA
NV2qiFN3C2Ix_OXWKfgDa1oE8zaTM4qclRAtyu933YBjxlsCRzRrvD2n7B4RgVsv,2019-01-22T21:15:44Z,2019-01-22T21:27:35Z,2019-01-22T21:27:35Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Technische Universität Chemnitz,Technische Universität Chemnitz,Yes,"1, 2, 3, 5","1, 6","1, 2, 5, 6, 7, 9",yes,"1, 2, 3, 4, 5, 11, 14",3,4,4,"SPSS,R",Not Sure,Not Sure,1,NA,1200,FALSE,"1, 2, 3","1, 3",6,"1, 2",6,6,2,6,6,6,6,No,4,1,1,1,0,1
wfchUEbyvcx9I012sLNakxn9zYryuGvE7QhvfKdYIjm8q4KvjFjl79nBL65gxm9B,2019-01-22T22:27:49Z,2019-01-22T22:33:41Z,2019-01-22T22:33:41Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,26,female,17,NA,Yes,1,6,"1, 2, 3, 6, 7, 8, 9",yes,"9, 14",4,5,3,R,No,No,1,NA,1201,FALSE,1,6,6,6,6,6,6,6,6,"1, 5",6,No,1,1,0,0,0,0
kxCjxmtoVFFFWLiPntimdBxgG7OoRkLV1s3g9Qtm4D94JRvqFOOwNIVEC4qv80GP,2019-01-23T06:36:13Z,2019-01-23T06:44:20Z,2019-01-23T06:44:20Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,17,NA,Yes,"1, 5",5,11,no,NA,4,5,3,R,No,Yes,1,"nicht auf die aktuelle Universität bezogen, hätte ich die meisten Fragen zu Open-Science in der Lehre bejaht.",1202,FALSE,6,3,6,"1, 5",6,6,1,6,5,5,6,No,2,1,0,0,0,1
YKAVKxDmuvHdnHVtZbbIxbEYHXoTK7YnaCzWVpXxwSSBZjW7sLOeJktRIW1zYkJE,2019-01-23T09:27:18Z,2019-01-23T09:33:17Z,2019-01-23T09:33:17Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Technische Universität Chemnitz,NA,Yes,"1, 2, 3, 5",6,"2, 3, 5, 6, 7, 8, 9",yes,11,3,5,4,SPSS,No,No,1,NA,1203,FALSE,"1, 3",6,6,"1, 3",6,"1, 3","1, 3",6,"1, 3",6,6,No,4,1,1,1,0,1
PkzzhZ0qjrftkcZ_4yw8Bh5dSa9kJVQooSEX1Lw4N9oF-Dk3qx7mb2tBweJkaZEU,2019-01-23T09:58:52Z,2019-01-23T10:11:05Z,2019-01-23T10:11:06Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,18,NA,No,NA,NA,"1, 3, 4, 5, 6, 7, 8, 9",yes,"11, 14, 15",3,5,4,"R,SPSS",No,Yes,1,NA,1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
lKL3nxEURO33XdmaNOxmOrcK9FqrQN9pshE7113NR0a7nS5z_NWK41vyHpGULH16,2019-01-23T11:10:12Z,2019-01-23T11:17:08Z,2019-01-23T11:17:08Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,21,male,Universität Mannheim,NA,Yes,1,6,"1, 4, 5, 7, 8",yes,"1, 4, 6, 11, 14",4,5,3,"SPSS,R,SYSTAT",No,No,1,NA,1205,FALSE,6,6,6,1,6,6,1,6,1,6,6,No,1,1,0,0,0,0
klnVnpjVMdSAD7xvNdzQUeyCspIumuB61Xe_ocBJRGbbFnD0CForuxqxm-PKN1gl,2019-01-23T11:29:22Z,2019-01-23T11:36:31Z,2019-01-23T11:36:31Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,1,NA,Yes,1,6,"3, 5, 6, 8",yes,"1, 14",4,5,3,R,No,No,1,NA,1206,FALSE,6,6,6,6,5,6,6,5,6,1,6,No,1,1,0,0,0,0
