age,sex,semester,study_stage_mc,study_stage_open,uni_bachelor,uni_current,study_degree,study_degree_field,study_degree_year,study_degree_yesno,comments,exp_specific
21,female,1,Master,NA,Westfälische Wilhelms-Universität Münster,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,3,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,1
19,male,1,Bachelor,NA,NA,Universität Hildesheim,NA,NA,NA,NA,NA,NA
23,female,1,Master,NA,Universität Osnabrück,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
25,female,2,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 2, 3"
19,male,3,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 5"
23,female,3,Master,NA,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,NA,NA,NA,NA,"Dass viele Forschungspraktiken in der Bachelorarbeit nicht berücksichtigt wurden, lag daran, dass sie extern und eher qualitativer/explorativer Natur war. Das ist also in dem Fall nicht unbedingt repräsentativ für die Universität.","1, 3, 4"
22,female,3,Master,NA,Universität Osnabrück,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3, 4"
21,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3"
21,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
19,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
20,female,3,Bachelor,NA,NA,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,"Ich finde, die Replikationskrise sollte in allen Lehrveranstaltungen thematisiert werden und wenn die Professoren Studien zum Unterstützen der Lerninhalte heranziehen sollte auch kurz hinterfragt werden, ob die Studie replizierbar ist!",1
22,female,1,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
23,female,1,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3"
27,female,3,Bachelor,NA,NA,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,NA,1
23,female,1,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,3,Bachelor,NA,NA,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,NA,1
22,female,1,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3"
23,male,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
22,female,3,Bachelor,NA,NA,Westfälische Wilhelms-Universität Münster,NA,NA,NA,NA,NA,1
23,female,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
31,female,2,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,"Will nur anmekren, dass ich zu der ersten Auswahlmöglichkeiten, was an meienr Universität, in Bezug auf kiritscher Umgang mit Forschungspraktiken, nicht hundertprozentig sagen kann, dass das alle sind. An die genannten kann ich mich erinnern.",NA
26,male,3,Bachelor,NA,NA,Universität Hildesheim,NA,NA,NA,NA,NA,"2, 3"
23,male,1,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,7,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
25,male,3,Master,NA,Ruhr-Universität Bochum,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,"1, 2, 3, 5"
23,female,7,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
30,female,1,Master,NA,Universität Leipzig,NA,NA,NA,NA,NA,NA,"1, 2, 3"
21,male,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3, 5"
28,male,4,Other,Promotion,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
21,female,3,Other,Schulpsychologie,NA,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,NA,1
36,female,2,Other,Doktorandin,NA,NA,NA,NA,NA,NA,NA,"1, 4, 5"
23,female,1,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
19,male,3,Bachelor,NA,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,"Diese Umfrage macht für Studierende, welche nicht Psychologie oder ähnliches studieren, wenig Sinn",NA
20,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
27,female,1,Other,Promotion,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3, 4"
22,female,1,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3"
28,female,1,Master,NA,NA,NA,NA,NA,NA,NA,"Nach 2 Monaten an meiner AKTUELLEN Uni kann ich nicht so viel sagen.
Man selbst forscht ja nicht sooo viel. Aber aus den Abteilungen hört man so einiges. Das wär eher interessant. Schwer, ich weiß...
Am häufigsten hörte ich Fälle, in denen Studien (leicht abgewandelt) so oft gemacht wurden bis was heraus kam. Die Nulleffekte z. T. ignoriert. Das wurde hier glaub gar nicht gefragt.
Bei typischen Paradigmaeffekten (stroop, gonogo, priming etc.) gibt es immer nonresponder oder Leute, die komisch reagieren. Das wird auch immer unter den Tisch fallen gelassen","1, 3"
21,female,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
20,male,2,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
25,female,1,Master,NA,NA,NA,NA,NA,NA,NA,"Ich habe den Eindruck, dass über Open Science an meiner Uni eher oberflächlich unterrichtet wird. Man lernt, was man nicht tun sollte/ wie man es besser machen sollte aber eher selten über die Zugrunde liegenden Mechanismen/ Gründe warum etwas schlecht ist. Wenn man mehr wissen will muss man sich selbst informieren.","1, 3, 5"
21,male,2,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
19,female,3,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
21,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
19,male,2,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
24,female,5,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3"
27,female,NA,I don't study (any more),NA,NA,Julius-Maximilians-Universität Würzburg,M.Sc.,Psychology,2,1,NA,"1, 2, 3, 4"
19,female,1,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
21,female,7,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
25,female,4,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,"In unserem Studium an der JMU Würzburg wird meiner Meinung nach sehr genau darauf geachtet Studien kritisch zu lesen, sie zu hinterfragen und auf Mängel zu achten.
Man lernt sehr genau, was man nicht machen darf und was falsch ist.
Allerdings wird einem nicht gut beigebracht, was genau man also machen sollte um von Anfang an diese Dinge zu beachten.  Z.B. Präregistrierung von Probanden, Hypothesen, Tests usw. lese ich hier zum Ersten mal.","1, 2, 3"
23,female,NA,I don't study (any more),NA,Universität Osnabrück,Universität Osnabrück,B.Sc.,Psychology,2,1,NA,"1, 3"
23,female,2,Master,NA,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 3, 5"
23,female,1,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
37,male,3,Master,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA,"1, 2, 3"
21,male,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,5
23,female,3,Master,NA,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,"1, 3, 4"
23,female,1,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3"
23,female,1,Master,NA,Universität Osnabrück,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
20,male,5,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
21,female,5,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
23,male,3,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3"
22,male,5,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,3,Master,NA,Universität Bielefeld,Westfälische Wilhelms-Universität Münster,NA,NA,NA,NA,NA,"1, 3, 4"
33,male,1,Master,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,NA,"1, 2, 3"
19,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,Ich bin gerade erst am Anfang des Experimentellen Praktikums. Unsere Umfrage ist noch nicht einmal online und wir haben demnach auch noch keine Daten ausgewertet.,1
20,female,3,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2"
21,female,5,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 5"
24,female,5,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 2, 3, 4"
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
24,female,1,Master,NA,Universität Hildesheim,Georg-August-Universität Göttingen,NA,NA,NA,NA,"Ich hätte doch gerne noch dieselben Fragen in Bezug auf die Uni, an der ich meinen Bachelor gemacht habe, beantwortet. Da ich meinen Bachelor im Oktober abgeschlossen habe, wären meine Erfahrungen auch aktuell. Hier sind sie also:
In Göttingen habe ich den Eindruck, dass die Replikationskrise, Open Science usw. ständig thematisiert werden - in Hildesheim wäre es eher ein ""ahaaaa... ja, habe ich glaube ich schonmal gehört"" gewesen. Ich wusste nur wirklich davon, weil einer meiner Dozenten mal im Forschungskolloquium einen Vortrag dazu gehalten hat (Audienz: Dozierende und Hiwis).
Was mir untergekommen ist, bei der Bachelorarbeit - ich hab's natürlich nicht so gemacht, aber in anderen AGs: Studierende erhalten Datensätze mit der Aufforderung ""schau dir die Daten (den fertigen Datensatz, der fertig erhoben ist) doch mal an und guck, was dich interessieren könnte ... bilde also so deine Hypothesen"" .. fand ich schwierig :S","1, 3, 5"
20,female,3,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
24,female,1,Master,NA,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 3"
21,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 5"
30,female,1,Master,NA,Ruhr-Universität Bochum,Universität zu Köln,NA,NA,NA,NA,NA,"1, 2, 3, 5"
21,female,1,Master,NA,Universität Koblenz-Landau,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 3, 5"
23,female,7,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,"Es könnte sein, dass ich so wenig von diesem Thema gehört habe, weil ich momentan keine Veranstaltung zum Thema Statistik besuche.",1
21,female,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3, 5"
23,female,3,Master,NA,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
20,female,3,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,"Die Thematik darum, was Wissenschaft im Bereich der Psychologie leisten kann, und was nicht, finde ich sehr wichtig im Bachelor of SCIENCE an Studenten heranzuführen!! Es hat für mich dazu beigetragen, meine Haltung zum Studium der Psychologie einzunehmen und mich teilweise desillusioniert und enttäuscht davon, wie manche wissenschaftliche Praktiken aussehen und was die Aussagekraft von signifikanten Ergebnissen ist, von meinem Studiengang zu distanzieren.

Ich schätze ihre Arbeit, danke!
Auf ein aufgekärtes Verständnis über die Wissenschaft und deren gewissenhafte, bestmögliche Umsetzung!","1, 2"
20,female,5,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
22,female,7,Other,Schulpsychologie,NA,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,1
25,female,1,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,NA,1
28,female,5,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
21,male,5,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 2, 3, 5"
22,female,5,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
24,female,2,Master,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA,"1, 3, 5"
21,female,7,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3, 5"
29,male,2,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Wichtiges Thema!!!!!,"1, 3"
24,female,5,Master,NA,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,"1, 2"
23,female,1,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
23,female,1,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz1!,NA
22,female,NA,I don't study (any more),NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,B.Sc.,Psychology,1,1,Thesi bringt Würzburg auf Platz 1!,"1, 2, 3"
21,female,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
22,female,6,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz 1!,"1, 3"
18,female,1,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz 1!,NA
24,female,7,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz 1!,1
21,female,3,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
22,female,7,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
20,female,1,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
21,female,5,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 5"
23,female,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
21,male,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
21,female,3,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
21,female,4,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz 1!,1
23,female,6,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz 1,"1, 3"
24,female,6,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz 1!,"1, 3"
23,female,6,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,Thesi bringt Würzburg auf Platz 1!,"1, 3"
24,female,3,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 2, 3, 4"
22,male,3,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
26,male,1,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 5"
22,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 5"
28,male,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 5"
20,male,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
23,male,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,Bin schon im Thema drin da ich bei der PsyFaKo war und bin im Moment mit ein paar anderen Kommilitonen dabei das Thema bei uns an der Hochschule anzusprechen.,NA
21,female,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
21,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,female,1,Master,NA,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
24,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,female,3,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,1
27,male,1,Master,NA,NA,Universität Bielefeld,NA,NA,NA,NA,"Replikationskrise und statistische No-Go's wurden an der Uni Trier im Seminar ""Methodenkritisches Lesen"" besprochen.","1, 2, 3"
22,female,1,Master,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 3"
22,female,3,Master,NA,Universität Bielefeld,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3, 5"
20,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,female,6,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
20,female,3,Bachelor,NA,NA,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,1
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
24,male,3,Master,NA,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"2, 3, 4, 5"
23,female,6,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
20,male,4,Bachelor,NA,NA,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,"Ich fand die Umfrage super schwer zu beantworten, obwohl ich im 4. Semester bin und auf der PsyFaKo in einem Open Science Slot war. Die Erklärungen die man sich anschauen konnte, waren gut, aber trotzdem waren die Fragen für mich noch schwer greifbar. Kann man das vielleicht noch verständlicher rüberbringen?","1, 2"
25,female,NA,I don't study (any more),NA,NA,NA,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4"
23,female,8,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,"1, 3"
22,male,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
26,female,1,Master,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,1,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
18,female,3,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
25,female,5,Master,NA,Universität zu Köln,Universität zu Köln,NA,NA,NA,NA,NA,"1, 4"
24,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
19,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
43,female,5,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,1
17,female,1,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
23,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
19,female,1,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
21,female,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
26,female,1,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3"
23,female,1,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,"Um Verwirrung vorzubeugen: 
Ich bin aktuell im ersten Bachelorsemester Psychologie, habe aber bei einigen Fragen ""Bachelorarbeit"" angegeben, da ich bereits ein Bachelorstudiengang abgeschlossen habe.",3
29,male,1,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
24,female,1,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 2, 3"
20,female,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
21,male,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 3"
20,female,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
20,male,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 5"
21,female,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
20,female,3,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2"
22,female,7,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3"
23,female,1,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,"1, 3"
19,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
24,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
21,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
23,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
21,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,1
23,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
46,female,3,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,"Danke, dass ihr euch um die Thematik kümmert. Ein sehr wichtiges Thema für die Zukunft der Psychologie",1
20,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
24,male,3,Master,NA,Universität Hamburg,Universität Hamburg,NA,NA,NA,NA,NA,"1, 2, 3, 4"
19,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
24,female,5,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
19,female,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
21,female,3,Bachelor,NA,NA,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,1
20,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 5"
19,female,1,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,NA
23,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,"Sehr gute Umfrage,

wenn zu wenig Resonanz von den Universitäten kommt, einfach nochmal nachhaken. 
Sehr sehr wichtige Umfrage meiner Meinung nach auch im Hinblick darauf, wie unabhängig Forschung von Belohnungen ist.",NA
20,female,3,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,1
27,female,1,Master,NA,Universität Osnabrück,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 3"
21,male,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
25,female,1,Master,NA,Universität Hamburg,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,1,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,2
21,male,5,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3, 5"
19,female,1,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,NA
22,female,1,Master,NA,Universität Osnabrück,Universität Bielefeld,NA,NA,NA,NA,"Bei ""Forschungspraktiken 4/4"" sollte nur angegeben werden, ob sich an meiner aktuellen Uni mit den Themen kritisch auseinandergesetzt wurde. Allerdings befinde ich mich im Master und es wäre vollkommen unedenkbar diese Praktiken durchzuführen, nur deswegen wurde es nicht nochmal groß thematisiert. Im Bachelor dagegen schon.","1, 2, 3"
18,diverse,1,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,NA
26,female,5,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,NA,1
24,female,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
29,female,3,Master,NA,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,"1, 3, 5"
25,female,1,Master,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,1
22,female,3,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2"
27,female,3,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,1
35,male,3,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
22,female,6,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
23,female,8,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 3"
18,female,1,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
18,male,1,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
21,female,7,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,"1, 5"
22,female,1,Master,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3, 5"
29,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,female,1,Bachelor,NA,NA,Julius-Maximilians-Universität Würzburg,NA,NA,NA,NA,NA,NA
23,female,1,Master,NA,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,NA,NA,NA,NA,NA,"1, 3"
28,female,9,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 5"
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
22,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
20,female,1,Bachelor,NA,NA,Universität Hamburg,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,NA,NA,NA,NA,1
20,female,5,Bachelor,NA,NA,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,1
